# Berlekamp #322 deployment ε table (target 128-bit)

Two codim conjectures:
  - codim_opt = 2(D - w'_min - 1)  [Note 0114, distinct-extras case]
  - codim_worst = 2(c - 1)         [Note 0116, shared-extras worst case]
ε bits = codim · log2(|F|), poly factor ignored.

| field | F_b | n_log | ρ | D | c | T | w'_min | codim_opt | ε_opt | codim_w | ε_worst | verdict |
| Mersenne31 | 31 | 2^12 | 1/2 | 2048 | 6 | 682 | 585 | 2924 | 90644 | 10 | 310 | OK (310b) (worst) |
| Mersenne31 | 31 | 2^12 | 1/2 | 2048 | 9 | 455 | 409 | 3276 | 101556 | 16 | 496 | OK (496b) (worst) |
| Mersenne31 | 31 | 2^12 | 1/4 | 3072 | 3 | 2047 | 1535 | 3072 | 95232 | 4 | 124 | FAIL (124b) (worst) |
| Mersenne31 | 31 | 2^12 | 1/4 | 3072 | 4 | 1535 | 1228 | 3686 | 114266 | 6 | 186 | OK (186b) (worst) |
| Mersenne31 | 31 | 2^12 | 1/4 | 3072 | 6 | 1023 | 877 | 4388 | 136028 | 10 | 310 | OK (310b) (worst) |
| Mersenne31 | 31 | 2^12 | 1/4 | 3072 | 9 | 682 | 614 | 4914 | 152334 | 16 | 496 | OK (496b) (worst) |
| Mersenne31 | 31 | 2^12 | 1/8 | 3584 | 3 | 2389 | 1791 | 3584 | 111104 | 4 | 124 | FAIL (124b) (worst) |
| Mersenne31 | 31 | 2^12 | 1/8 | 3584 | 4 | 1791 | 1433 | 4300 | 133300 | 6 | 186 | OK (186b) (worst) |
| Mersenne31 | 31 | 2^12 | 1/8 | 3584 | 6 | 1194 | 1023 | 5120 | 158720 | 10 | 310 | OK (310b) (worst) |
| Mersenne31 | 31 | 2^12 | 1/8 | 3584 | 9 | 796 | 716 | 5734 | 177754 | 16 | 496 | OK (496b) (worst) |
| Mersenne31 | 31 | 2^14 | 1/2 | 8192 | 3 | 5461 | 4095 | 8192 | 253952 | 4 | 124 | FAIL (124b) (worst) |
| Mersenne31 | 31 | 2^14 | 1/2 | 8192 | 4 | 4095 | 3276 | 9830 | 304730 | 6 | 186 | OK (186b) (worst) |
| Mersenne31 | 31 | 2^14 | 1/2 | 8192 | 6 | 2730 | 2340 | 11702 | 362762 | 10 | 310 | OK (310b) (worst) |
| Mersenne31 | 31 | 2^14 | 1/2 | 8192 | 9 | 1820 | 1638 | 13106 | 406286 | 16 | 496 | OK (496b) (worst) |
| Mersenne31 | 31 | 2^14 | 1/4 | 12288 | 3 | 8191 | 6143 | 12288 | 380928 | 4 | 124 | FAIL (124b) (worst) |
| Mersenne31 | 31 | 2^14 | 1/4 | 12288 | 4 | 6143 | 4915 | 14744 | 457064 | 6 | 186 | OK (186b) (worst) |
| Mersenne31 | 31 | 2^14 | 1/4 | 12288 | 6 | 4095 | 3510 | 17554 | 544174 | 10 | 310 | OK (310b) (worst) |
| Mersenne31 | 31 | 2^14 | 1/4 | 12288 | 9 | 2730 | 2457 | 19660 | 609460 | 16 | 496 | OK (496b) (worst) |
| Mersenne31 | 31 | 2^14 | 1/8 | 14336 | 3 | 9557 | 7167 | 14336 | 444416 | 4 | 124 | FAIL (124b) (worst) |
| Mersenne31 | 31 | 2^14 | 1/8 | 14336 | 4 | 7167 | 5734 | 17202 | 533262 | 6 | 186 | OK (186b) (worst) |
| Mersenne31 | 31 | 2^14 | 1/8 | 14336 | 6 | 4778 | 4095 | 20480 | 634880 | 10 | 310 | OK (310b) (worst) |
| Mersenne31 | 31 | 2^14 | 1/8 | 14336 | 9 | 3185 | 2867 | 22936 | 711016 | 16 | 496 | OK (496b) (worst) |
| Mersenne31 | 31 | 2^16 | 1/2 | 32768 | 3 | 21845 | 16383 | 32768 | 1015808 | 4 | 124 | FAIL (124b) (worst) |
| Mersenne31 | 31 | 2^16 | 1/2 | 32768 | 4 | 16383 | 13107 | 39320 | 1218920 | 6 | 186 | OK (186b) (worst) |
| Mersenne31 | 31 | 2^16 | 1/2 | 32768 | 6 | 10922 | 9362 | 46810 | 1451110 | 10 | 310 | OK (310b) (worst) |
| Mersenne31 | 31 | 2^16 | 1/2 | 32768 | 9 | 7281 | 6553 | 52428 | 1625268 | 16 | 496 | OK (496b) (worst) |
| Mersenne31 | 31 | 2^16 | 1/4 | 49152 | 3 | 32767 | 24575 | 49152 | 1523712 | 4 | 124 | FAIL (124b) (worst) |
| Mersenne31 | 31 | 2^16 | 1/4 | 49152 | 4 | 24575 | 19660 | 58982 | 1828442 | 6 | 186 | OK (186b) (worst) |
| Mersenne31 | 31 | 2^16 | 1/4 | 49152 | 6 | 16383 | 14043 | 70216 | 2176696 | 10 | 310 | OK (310b) (worst) |
| Mersenne31 | 31 | 2^16 | 1/4 | 49152 | 9 | 10922 | 9830 | 78642 | 2437902 | 16 | 496 | OK (496b) (worst) |
| Mersenne31 | 31 | 2^16 | 1/8 | 57344 | 3 | 38229 | 28671 | 57344 | 1777664 | 4 | 124 | FAIL (124b) (worst) |
| Mersenne31 | 31 | 2^16 | 1/8 | 57344 | 4 | 28671 | 22937 | 68812 | 2133172 | 6 | 186 | OK (186b) (worst) |
| Mersenne31 | 31 | 2^16 | 1/8 | 57344 | 6 | 19114 | 16383 | 81920 | 2539520 | 10 | 310 | OK (310b) (worst) |
| Mersenne31 | 31 | 2^16 | 1/8 | 57344 | 9 | 12743 | 11468 | 91750 | 2844250 | 16 | 496 | OK (496b) (worst) |
| Mersenne31 | 31 | 2^18 | 1/2 | 131072 | 3 | 87381 | 65535 | 131072 | 4063232 | 4 | 124 | FAIL (124b) (worst) |
| Mersenne31 | 31 | 2^18 | 1/2 | 131072 | 4 | 65535 | 52428 | 157286 | 4875866 | 6 | 186 | OK (186b) (worst) |
| Mersenne31 | 31 | 2^18 | 1/2 | 131072 | 6 | 43690 | 37449 | 187244 | 5804564 | 10 | 310 | OK (310b) (worst) |
| Mersenne31 | 31 | 2^18 | 1/2 | 131072 | 9 | 29127 | 26214 | 209714 | 6501134 | 16 | 496 | OK (496b) (worst) |
| Mersenne31 | 31 | 2^18 | 1/4 | 196608 | 3 | 131071 | 98303 | 196608 | 6094848 | 4 | 124 | FAIL (124b) (worst) |
| Mersenne31 | 31 | 2^18 | 1/4 | 196608 | 4 | 98303 | 78643 | 235928 | 7313768 | 6 | 186 | OK (186b) (worst) |
| Mersenne31 | 31 | 2^18 | 1/4 | 196608 | 6 | 65535 | 56173 | 280868 | 8706908 | 10 | 310 | OK (310b) (worst) |
| Mersenne31 | 31 | 2^18 | 1/4 | 196608 | 9 | 43690 | 39321 | 314572 | 9751732 | 16 | 496 | OK (496b) (worst) |
| Mersenne31 | 31 | 2^18 | 1/8 | 229376 | 3 | 152917 | 114687 | 229376 | 7110656 | 4 | 124 | FAIL (124b) (worst) |
| Mersenne31 | 31 | 2^18 | 1/8 | 229376 | 4 | 114687 | 91750 | 275250 | 8532750 | 6 | 186 | OK (186b) (worst) |
| Mersenne31 | 31 | 2^18 | 1/8 | 229376 | 6 | 76458 | 65535 | 327680 | 10158080 | 10 | 310 | OK (310b) (worst) |
| Mersenne31 | 31 | 2^18 | 1/8 | 229376 | 9 | 50972 | 45875 | 367000 | 11377000 | 16 | 496 | OK (496b) (worst) |
| Mersenne31 | 31 | 2^20 | 1/2 | 524288 | 3 | 349525 | 262143 | 524288 | 16252928 | 4 | 124 | FAIL (124b) (worst) |
| Mersenne31 | 31 | 2^20 | 1/2 | 524288 | 4 | 262143 | 209715 | 629144 | 19503464 | 6 | 186 | OK (186b) (worst) |
| Mersenne31 | 31 | 2^20 | 1/2 | 524288 | 6 | 174762 | 149796 | 748982 | 23218442 | 10 | 310 | OK (310b) (worst) |
| Mersenne31 | 31 | 2^20 | 1/2 | 524288 | 9 | 116508 | 104857 | 838860 | 26004660 | 16 | 496 | OK (496b) (worst) |
| Mersenne31 | 31 | 2^20 | 1/4 | 786432 | 3 | 524287 | 393215 | 786432 | 24379392 | 4 | 124 | FAIL (124b) (worst) |
| Mersenne31 | 31 | 2^20 | 1/4 | 786432 | 4 | 393215 | 314572 | 943718 | 29255258 | 6 | 186 | OK (186b) (worst) |
| Mersenne31 | 31 | 2^20 | 1/4 | 786432 | 6 | 262143 | 224694 | 1123474 | 34827694 | 10 | 310 | OK (310b) (worst) |
| Mersenne31 | 31 | 2^20 | 1/4 | 786432 | 9 | 174762 | 157286 | 1258290 | 39006990 | 16 | 496 | OK (496b) (worst) |
| Mersenne31 | 31 | 2^20 | 1/8 | 917504 | 3 | 611669 | 458751 | 917504 | 28442624 | 4 | 124 | FAIL (124b) (worst) |
| Mersenne31 | 31 | 2^20 | 1/8 | 917504 | 4 | 458751 | 367001 | 1101004 | 34131124 | 6 | 186 | OK (186b) (worst) |
| Mersenne31 | 31 | 2^20 | 1/8 | 917504 | 6 | 305834 | 262143 | 1310720 | 40632320 | 10 | 310 | OK (310b) (worst) |
| Mersenne31 | 31 | 2^20 | 1/8 | 917504 | 9 | 203889 | 183500 | 1468006 | 45508186 | 16 | 496 | OK (496b) (worst) |
| Mersenne31 | 31 | 2^21 | 1/2 | 1048576 | 3 | 699050 | 524287 | 1048576 | 32505856 | 4 | 124 | FAIL (124b) (worst) |
| Mersenne31 | 31 | 2^21 | 1/2 | 1048576 | 4 | 524287 | 419430 | 1258290 | 39006990 | 6 | 186 | OK (186b) (worst) |
| Mersenne31 | 31 | 2^21 | 1/2 | 1048576 | 6 | 349525 | 299593 | 1497964 | 46436884 | 10 | 310 | OK (310b) (worst) |
| Mersenne31 | 31 | 2^21 | 1/2 | 1048576 | 9 | 233016 | 209715 | 1677720 | 52009320 | 16 | 496 | OK (496b) (worst) |
| Mersenne31 | 31 | 2^21 | 1/4 | 1572864 | 3 | 1048575 | 786431 | 1572864 | 48758784 | 4 | 124 | FAIL (124b) (worst) |
| Mersenne31 | 31 | 2^21 | 1/4 | 1572864 | 4 | 786431 | 629145 | 1887436 | 58510516 | 6 | 186 | OK (186b) (worst) |
| Mersenne31 | 31 | 2^21 | 1/4 | 1572864 | 6 | 524287 | 449389 | 2246948 | 69655388 | 10 | 310 | OK (310b) (worst) |
| Mersenne31 | 31 | 2^21 | 1/4 | 1572864 | 9 | 349525 | 314572 | 2516582 | 78014042 | 16 | 496 | OK (496b) (worst) |
| Mersenne31 | 31 | 2^21 | 1/8 | 1835008 | 3 | 1223338 | 917503 | 1835008 | 56885248 | 4 | 124 | FAIL (124b) (worst) |
| Mersenne31 | 31 | 2^21 | 1/8 | 1835008 | 4 | 917503 | 734003 | 2202008 | 68262248 | 6 | 186 | OK (186b) (worst) |
| Mersenne31 | 31 | 2^21 | 1/8 | 1835008 | 6 | 611669 | 524287 | 2621440 | 81264640 | 10 | 310 | OK (310b) (worst) |
| Mersenne31 | 31 | 2^21 | 1/8 | 1835008 | 9 | 407779 | 367001 | 2936012 | 91016372 | 16 | 496 | OK (496b) (worst) |
| Mersenne31-ext4 | 124 | 2^10 | 1/2 | 512 | 3 | 341 | 255 | 512 | 63488 | 4 | 496 | OK (496b) (worst) |
| Mersenne31-ext4 | 124 | 2^10 | 1/2 | 512 | 4 | 255 | 204 | 614 | 76136 | 6 | 744 | OK (744b) (worst) |
| Mersenne31-ext4 | 124 | 2^10 | 1/2 | 512 | 6 | 170 | 146 | 730 | 90520 | 10 | 1240 | OK (1240b) (worst) |
| Mersenne31-ext4 | 124 | 2^10 | 1/2 | 512 | 9 | 113 | 102 | 818 | 101432 | 16 | 1984 | OK (1984b) (worst) |
| Mersenne31-ext4 | 124 | 2^10 | 1/4 | 768 | 3 | 511 | 383 | 768 | 95232 | 4 | 496 | OK (496b) (worst) |
| Mersenne31-ext4 | 124 | 2^10 | 1/4 | 768 | 4 | 383 | 307 | 920 | 114080 | 6 | 744 | OK (744b) (worst) |
| Mersenne31-ext4 | 124 | 2^10 | 1/4 | 768 | 6 | 255 | 219 | 1096 | 135904 | 10 | 1240 | OK (1240b) (worst) |
| Mersenne31-ext4 | 124 | 2^10 | 1/4 | 768 | 9 | 170 | 153 | 1228 | 152272 | 16 | 1984 | OK (1984b) (worst) |
| Mersenne31-ext4 | 124 | 2^10 | 1/8 | 896 | 3 | 597 | 447 | 896 | 111104 | 4 | 496 | OK (496b) (worst) |
| Mersenne31-ext4 | 124 | 2^10 | 1/8 | 896 | 4 | 447 | 358 | 1074 | 133176 | 6 | 744 | OK (744b) (worst) |
| Mersenne31-ext4 | 124 | 2^10 | 1/8 | 896 | 6 | 298 | 255 | 1280 | 158720 | 10 | 1240 | OK (1240b) (worst) |
| Mersenne31-ext4 | 124 | 2^10 | 1/8 | 896 | 9 | 199 | 179 | 1432 | 177568 | 16 | 1984 | OK (1984b) (worst) |
| Mersenne31-ext4 | 124 | 2^12 | 1/2 | 2048 | 3 | 1365 | 1023 | 2048 | 253952 | 4 | 496 | OK (496b) (worst) |
| Mersenne31-ext4 | 124 | 2^12 | 1/2 | 2048 | 4 | 1023 | 819 | 2456 | 304544 | 6 | 744 | OK (744b) (worst) |
| Mersenne31-ext4 | 124 | 2^12 | 1/2 | 2048 | 6 | 682 | 585 | 2924 | 362576 | 10 | 1240 | OK (1240b) (worst) |
| Mersenne31-ext4 | 124 | 2^12 | 1/2 | 2048 | 9 | 455 | 409 | 3276 | 406224 | 16 | 1984 | OK (1984b) (worst) |
| Mersenne31-ext4 | 124 | 2^12 | 1/4 | 3072 | 3 | 2047 | 1535 | 3072 | 380928 | 4 | 496 | OK (496b) (worst) |
| Mersenne31-ext4 | 124 | 2^12 | 1/4 | 3072 | 4 | 1535 | 1228 | 3686 | 457064 | 6 | 744 | OK (744b) (worst) |
| Mersenne31-ext4 | 124 | 2^12 | 1/4 | 3072 | 6 | 1023 | 877 | 4388 | 544112 | 10 | 1240 | OK (1240b) (worst) |
| Mersenne31-ext4 | 124 | 2^12 | 1/4 | 3072 | 9 | 682 | 614 | 4914 | 609336 | 16 | 1984 | OK (1984b) (worst) |
| Mersenne31-ext4 | 124 | 2^12 | 1/8 | 3584 | 3 | 2389 | 1791 | 3584 | 444416 | 4 | 496 | OK (496b) (worst) |
| Mersenne31-ext4 | 124 | 2^12 | 1/8 | 3584 | 4 | 1791 | 1433 | 4300 | 533200 | 6 | 744 | OK (744b) (worst) |
| Mersenne31-ext4 | 124 | 2^12 | 1/8 | 3584 | 6 | 1194 | 1023 | 5120 | 634880 | 10 | 1240 | OK (1240b) (worst) |
| Mersenne31-ext4 | 124 | 2^12 | 1/8 | 3584 | 9 | 796 | 716 | 5734 | 711016 | 16 | 1984 | OK (1984b) (worst) |
| Mersenne31-ext4 | 124 | 2^14 | 1/2 | 8192 | 3 | 5461 | 4095 | 8192 | 1015808 | 4 | 496 | OK (496b) (worst) |
| Mersenne31-ext4 | 124 | 2^14 | 1/2 | 8192 | 4 | 4095 | 3276 | 9830 | 1218920 | 6 | 744 | OK (744b) (worst) |
| Mersenne31-ext4 | 124 | 2^14 | 1/2 | 8192 | 6 | 2730 | 2340 | 11702 | 1451048 | 10 | 1240 | OK (1240b) (worst) |
| Mersenne31-ext4 | 124 | 2^14 | 1/2 | 8192 | 9 | 1820 | 1638 | 13106 | 1625144 | 16 | 1984 | OK (1984b) (worst) |
| Mersenne31-ext4 | 124 | 2^14 | 1/4 | 12288 | 3 | 8191 | 6143 | 12288 | 1523712 | 4 | 496 | OK (496b) (worst) |
| Mersenne31-ext4 | 124 | 2^14 | 1/4 | 12288 | 4 | 6143 | 4915 | 14744 | 1828256 | 6 | 744 | OK (744b) (worst) |
| Mersenne31-ext4 | 124 | 2^14 | 1/4 | 12288 | 6 | 4095 | 3510 | 17554 | 2176696 | 10 | 1240 | OK (1240b) (worst) |
| Mersenne31-ext4 | 124 | 2^14 | 1/4 | 12288 | 9 | 2730 | 2457 | 19660 | 2437840 | 16 | 1984 | OK (1984b) (worst) |
| Mersenne31-ext4 | 124 | 2^14 | 1/8 | 14336 | 3 | 9557 | 7167 | 14336 | 1777664 | 4 | 496 | OK (496b) (worst) |
| Mersenne31-ext4 | 124 | 2^14 | 1/8 | 14336 | 4 | 7167 | 5734 | 17202 | 2133048 | 6 | 744 | OK (744b) (worst) |
| Mersenne31-ext4 | 124 | 2^14 | 1/8 | 14336 | 6 | 4778 | 4095 | 20480 | 2539520 | 10 | 1240 | OK (1240b) (worst) |
| Mersenne31-ext4 | 124 | 2^14 | 1/8 | 14336 | 9 | 3185 | 2867 | 22936 | 2844064 | 16 | 1984 | OK (1984b) (worst) |
| Mersenne31-ext4 | 124 | 2^16 | 1/2 | 32768 | 3 | 21845 | 16383 | 32768 | 4063232 | 4 | 496 | OK (496b) (worst) |
| Mersenne31-ext4 | 124 | 2^16 | 1/2 | 32768 | 4 | 16383 | 13107 | 39320 | 4875680 | 6 | 744 | OK (744b) (worst) |
| Mersenne31-ext4 | 124 | 2^16 | 1/2 | 32768 | 6 | 10922 | 9362 | 46810 | 5804440 | 10 | 1240 | OK (1240b) (worst) |
| Mersenne31-ext4 | 124 | 2^16 | 1/2 | 32768 | 9 | 7281 | 6553 | 52428 | 6501072 | 16 | 1984 | OK (1984b) (worst) |
| Mersenne31-ext4 | 124 | 2^16 | 1/4 | 49152 | 3 | 32767 | 24575 | 49152 | 6094848 | 4 | 496 | OK (496b) (worst) |
| Mersenne31-ext4 | 124 | 2^16 | 1/4 | 49152 | 4 | 24575 | 19660 | 58982 | 7313768 | 6 | 744 | OK (744b) (worst) |
| Mersenne31-ext4 | 124 | 2^16 | 1/4 | 49152 | 6 | 16383 | 14043 | 70216 | 8706784 | 10 | 1240 | OK (1240b) (worst) |
| Mersenne31-ext4 | 124 | 2^16 | 1/4 | 49152 | 9 | 10922 | 9830 | 78642 | 9751608 | 16 | 1984 | OK (1984b) (worst) |
| Mersenne31-ext4 | 124 | 2^16 | 1/8 | 57344 | 3 | 38229 | 28671 | 57344 | 7110656 | 4 | 496 | OK (496b) (worst) |
| Mersenne31-ext4 | 124 | 2^16 | 1/8 | 57344 | 4 | 28671 | 22937 | 68812 | 8532688 | 6 | 744 | OK (744b) (worst) |
| Mersenne31-ext4 | 124 | 2^16 | 1/8 | 57344 | 6 | 19114 | 16383 | 81920 | 10158080 | 10 | 1240 | OK (1240b) (worst) |
| Mersenne31-ext4 | 124 | 2^16 | 1/8 | 57344 | 9 | 12743 | 11468 | 91750 | 11377000 | 16 | 1984 | OK (1984b) (worst) |
| Mersenne31-ext4 | 124 | 2^18 | 1/2 | 131072 | 3 | 87381 | 65535 | 131072 | 16252928 | 4 | 496 | OK (496b) (worst) |
| Mersenne31-ext4 | 124 | 2^18 | 1/2 | 131072 | 4 | 65535 | 52428 | 157286 | 19503464 | 6 | 744 | OK (744b) (worst) |
| Mersenne31-ext4 | 124 | 2^18 | 1/2 | 131072 | 6 | 43690 | 37449 | 187244 | 23218256 | 10 | 1240 | OK (1240b) (worst) |
| Mersenne31-ext4 | 124 | 2^18 | 1/2 | 131072 | 9 | 29127 | 26214 | 209714 | 26004536 | 16 | 1984 | OK (1984b) (worst) |
| Mersenne31-ext4 | 124 | 2^18 | 1/4 | 196608 | 3 | 131071 | 98303 | 196608 | 24379392 | 4 | 496 | OK (496b) (worst) |
| Mersenne31-ext4 | 124 | 2^18 | 1/4 | 196608 | 4 | 98303 | 78643 | 235928 | 29255072 | 6 | 744 | OK (744b) (worst) |
| Mersenne31-ext4 | 124 | 2^18 | 1/4 | 196608 | 6 | 65535 | 56173 | 280868 | 34827632 | 10 | 1240 | OK (1240b) (worst) |
| Mersenne31-ext4 | 124 | 2^18 | 1/4 | 196608 | 9 | 43690 | 39321 | 314572 | 39006928 | 16 | 1984 | OK (1984b) (worst) |
| Mersenne31-ext4 | 124 | 2^18 | 1/8 | 229376 | 3 | 152917 | 114687 | 229376 | 28442624 | 4 | 496 | OK (496b) (worst) |
| Mersenne31-ext4 | 124 | 2^18 | 1/8 | 229376 | 4 | 114687 | 91750 | 275250 | 34131000 | 6 | 744 | OK (744b) (worst) |
| Mersenne31-ext4 | 124 | 2^18 | 1/8 | 229376 | 6 | 76458 | 65535 | 327680 | 40632320 | 10 | 1240 | OK (1240b) (worst) |
| Mersenne31-ext4 | 124 | 2^18 | 1/8 | 229376 | 9 | 50972 | 45875 | 367000 | 45508000 | 16 | 1984 | OK (1984b) (worst) |
| Mersenne31-ext4 | 124 | 2^20 | 1/2 | 524288 | 3 | 349525 | 262143 | 524288 | 65011712 | 4 | 496 | OK (496b) (worst) |
| Mersenne31-ext4 | 124 | 2^20 | 1/2 | 524288 | 4 | 262143 | 209715 | 629144 | 78013856 | 6 | 744 | OK (744b) (worst) |
| Mersenne31-ext4 | 124 | 2^20 | 1/2 | 524288 | 6 | 174762 | 149796 | 748982 | 92873768 | 10 | 1240 | OK (1240b) (worst) |
| Mersenne31-ext4 | 124 | 2^20 | 1/2 | 524288 | 9 | 116508 | 104857 | 838860 | 104018640 | 16 | 1984 | OK (1984b) (worst) |
| Mersenne31-ext4 | 124 | 2^20 | 1/4 | 786432 | 3 | 524287 | 393215 | 786432 | 97517568 | 4 | 496 | OK (496b) (worst) |
| Mersenne31-ext4 | 124 | 2^20 | 1/4 | 786432 | 4 | 393215 | 314572 | 943718 | 117021032 | 6 | 744 | OK (744b) (worst) |
| Mersenne31-ext4 | 124 | 2^20 | 1/4 | 786432 | 6 | 262143 | 224694 | 1123474 | 139310776 | 10 | 1240 | OK (1240b) (worst) |
| Mersenne31-ext4 | 124 | 2^20 | 1/4 | 786432 | 9 | 174762 | 157286 | 1258290 | 156027960 | 16 | 1984 | OK (1984b) (worst) |
| Mersenne31-ext4 | 124 | 2^20 | 1/8 | 917504 | 3 | 611669 | 458751 | 917504 | 113770496 | 4 | 496 | OK (496b) (worst) |
| Mersenne31-ext4 | 124 | 2^20 | 1/8 | 917504 | 4 | 458751 | 367001 | 1101004 | 136524496 | 6 | 744 | OK (744b) (worst) |
| Mersenne31-ext4 | 124 | 2^20 | 1/8 | 917504 | 6 | 305834 | 262143 | 1310720 | 162529280 | 10 | 1240 | OK (1240b) (worst) |
| Mersenne31-ext4 | 124 | 2^20 | 1/8 | 917504 | 9 | 203889 | 183500 | 1468006 | 182032744 | 16 | 1984 | OK (1984b) (worst) |
| Mersenne31-ext4 | 124 | 2^21 | 1/2 | 1048576 | 3 | 699050 | 524287 | 1048576 | 130023424 | 4 | 496 | OK (496b) (worst) |
| Mersenne31-ext4 | 124 | 2^21 | 1/2 | 1048576 | 4 | 524287 | 419430 | 1258290 | 156027960 | 6 | 744 | OK (744b) (worst) |
| Mersenne31-ext4 | 124 | 2^21 | 1/2 | 1048576 | 6 | 349525 | 299593 | 1497964 | 185747536 | 10 | 1240 | OK (1240b) (worst) |
| Mersenne31-ext4 | 124 | 2^21 | 1/2 | 1048576 | 9 | 233016 | 209715 | 1677720 | 208037280 | 16 | 1984 | OK (1984b) (worst) |
| Mersenne31-ext4 | 124 | 2^21 | 1/4 | 1572864 | 3 | 1048575 | 786431 | 1572864 | 195035136 | 4 | 496 | OK (496b) (worst) |
| Mersenne31-ext4 | 124 | 2^21 | 1/4 | 1572864 | 4 | 786431 | 629145 | 1887436 | 234042064 | 6 | 744 | OK (744b) (worst) |
| Mersenne31-ext4 | 124 | 2^21 | 1/4 | 1572864 | 6 | 524287 | 449389 | 2246948 | 278621552 | 10 | 1240 | OK (1240b) (worst) |
| Mersenne31-ext4 | 124 | 2^21 | 1/4 | 1572864 | 9 | 349525 | 314572 | 2516582 | 312056168 | 16 | 1984 | OK (1984b) (worst) |
| Mersenne31-ext4 | 124 | 2^21 | 1/8 | 1835008 | 3 | 1223338 | 917503 | 1835008 | 227540992 | 4 | 496 | OK (496b) (worst) |
| Mersenne31-ext4 | 124 | 2^21 | 1/8 | 1835008 | 4 | 917503 | 734003 | 2202008 | 273048992 | 6 | 744 | OK (744b) (worst) |
| Mersenne31-ext4 | 124 | 2^21 | 1/8 | 1835008 | 6 | 611669 | 524287 | 2621440 | 325058560 | 10 | 1240 | OK (1240b) (worst) |
| Mersenne31-ext4 | 124 | 2^21 | 1/8 | 1835008 | 9 | 407779 | 367001 | 2936012 | 364065488 | 16 | 1984 | OK (1984b) (worst) |
| Goldilocks | 64 | 2^10 | 1/2 | 512 | 3 | 341 | 255 | 512 | 32768 | 4 | 256 | OK (256b) (worst) |
| Goldilocks | 64 | 2^10 | 1/2 | 512 | 4 | 255 | 204 | 614 | 39296 | 6 | 384 | OK (384b) (worst) |
| Goldilocks | 64 | 2^10 | 1/2 | 512 | 6 | 170 | 146 | 730 | 46720 | 10 | 640 | OK (640b) (worst) |
| Goldilocks | 64 | 2^10 | 1/2 | 512 | 9 | 113 | 102 | 818 | 52352 | 16 | 1024 | OK (1024b) (worst) |
| Goldilocks | 64 | 2^10 | 1/4 | 768 | 3 | 511 | 383 | 768 | 49152 | 4 | 256 | OK (256b) (worst) |
| Goldilocks | 64 | 2^10 | 1/4 | 768 | 4 | 383 | 307 | 920 | 58880 | 6 | 384 | OK (384b) (worst) |
| Goldilocks | 64 | 2^10 | 1/4 | 768 | 6 | 255 | 219 | 1096 | 70144 | 10 | 640 | OK (640b) (worst) |
| Goldilocks | 64 | 2^10 | 1/4 | 768 | 9 | 170 | 153 | 1228 | 78592 | 16 | 1024 | OK (1024b) (worst) |
| Goldilocks | 64 | 2^10 | 1/8 | 896 | 3 | 597 | 447 | 896 | 57344 | 4 | 256 | OK (256b) (worst) |
| Goldilocks | 64 | 2^10 | 1/8 | 896 | 4 | 447 | 358 | 1074 | 68736 | 6 | 384 | OK (384b) (worst) |
| Goldilocks | 64 | 2^10 | 1/8 | 896 | 6 | 298 | 255 | 1280 | 81920 | 10 | 640 | OK (640b) (worst) |
| Goldilocks | 64 | 2^10 | 1/8 | 896 | 9 | 199 | 179 | 1432 | 91648 | 16 | 1024 | OK (1024b) (worst) |
| Goldilocks | 64 | 2^12 | 1/2 | 2048 | 3 | 1365 | 1023 | 2048 | 131072 | 4 | 256 | OK (256b) (worst) |
| Goldilocks | 64 | 2^12 | 1/2 | 2048 | 4 | 1023 | 819 | 2456 | 157184 | 6 | 384 | OK (384b) (worst) |
| Goldilocks | 64 | 2^12 | 1/2 | 2048 | 6 | 682 | 585 | 2924 | 187136 | 10 | 640 | OK (640b) (worst) |
| Goldilocks | 64 | 2^12 | 1/2 | 2048 | 9 | 455 | 409 | 3276 | 209664 | 16 | 1024 | OK (1024b) (worst) |
| Goldilocks | 64 | 2^12 | 1/4 | 3072 | 3 | 2047 | 1535 | 3072 | 196608 | 4 | 256 | OK (256b) (worst) |
| Goldilocks | 64 | 2^12 | 1/4 | 3072 | 4 | 1535 | 1228 | 3686 | 235904 | 6 | 384 | OK (384b) (worst) |
| Goldilocks | 64 | 2^12 | 1/4 | 3072 | 6 | 1023 | 877 | 4388 | 280832 | 10 | 640 | OK (640b) (worst) |
| Goldilocks | 64 | 2^12 | 1/4 | 3072 | 9 | 682 | 614 | 4914 | 314496 | 16 | 1024 | OK (1024b) (worst) |
| Goldilocks | 64 | 2^12 | 1/8 | 3584 | 3 | 2389 | 1791 | 3584 | 229376 | 4 | 256 | OK (256b) (worst) |
| Goldilocks | 64 | 2^12 | 1/8 | 3584 | 4 | 1791 | 1433 | 4300 | 275200 | 6 | 384 | OK (384b) (worst) |
| Goldilocks | 64 | 2^12 | 1/8 | 3584 | 6 | 1194 | 1023 | 5120 | 327680 | 10 | 640 | OK (640b) (worst) |
| Goldilocks | 64 | 2^12 | 1/8 | 3584 | 9 | 796 | 716 | 5734 | 366976 | 16 | 1024 | OK (1024b) (worst) |
| Goldilocks | 64 | 2^14 | 1/2 | 8192 | 3 | 5461 | 4095 | 8192 | 524288 | 4 | 256 | OK (256b) (worst) |
| Goldilocks | 64 | 2^14 | 1/2 | 8192 | 4 | 4095 | 3276 | 9830 | 629120 | 6 | 384 | OK (384b) (worst) |
